Country Name,Country Code,Series Name,Series Code,2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Heavily indebted poor countries (HIPC),HPC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,6.47580084767984,6.80833577164392,7.17057282288176,7.53826103954671,7.95279967053909,8.37550281245831,8.73369159530522,9.22660626626768,9.672569627563,10.1225525660997,10.6010731003924,11.0498495195302,11.5875093543752,12.1232822873745,12.7107097271878,13.2744695672483,13.867489735766,14.493812162547,15.1687453074884,15.80818470051,16.5140659991203
High income,HIC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,99.9873786413002,99.9874897700986,99.9875865283236,99.9761721951437,99.9763853893565,99.9652743354381,99.9655470517206,99.9657546429543,99.9548366877978,99.9549556879828,99.9440379313211,99.9441761029052,99.9552652060243,99.944418796837,99.9445676321217,99.9446948341525,99.9448838748325,99.9450542363723,99.9345608952964,99.9239889178614,99.9351002984459
IBRD only,IBD,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,49.3625479965871,50.3398731049314,51.4835127604738,52.4657504219385,53.7649865331666,55.1176026806591,56.7210377132645,58.4051394774644,60.149353739461,62.0438258625482,63.9901875066327,66.1884572998931,68.260981817283,70.3840409296567,72.6856475984627,74.8619332739099,77.1543111731697,79.2495490862073,81.3661431799516,83.2750587066256,85.1583785069046
IDA & IBRD total,IBT,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,41.2065530814023,41.972619806971,42.8695876992689,43.6456901056213,44.6670285574271,45.7471690513724,47.0046261604435,48.3262052107368,49.6967428116639,51.1735014194968,52.7001281909557,54.4011197442001,56.0248338371236,57.7184476190963,59.5507014680897,61.297894525,63.1678726729107,64.8934191628135,66.6288534294022,68.1847065436182,69.6953040874356
IDA blend,IDB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,18.7101117798062,19.2611619994253,19.6228462528909,20.1759985628566,20.63478999979,21.2411264877629,21.8447951259275,22.4175910349529,23.1228452066574,23.760455938292,24.5197659204408,25.2287554811407,26.1154917963346,27.2882827283392,28.5352694560039,29.9854907225486,31.9716253855709,33.978215362975,36.0607763829298,38.0565473149367,39.9037502095495
IDA only,IDX,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,10.0174289812565,10.3745463267499,10.8399154608706,11.2540512719269,11.7706393371476,12.3691135183432,12.8765683103481,13.4493195246124,14.047047840678,14.6505787910652,15.2326086436195,15.7350651204523,16.2843796329884,16.9403515444704,17.6795420964687,18.4449606934469,19.2460066428099,20.135354139036,21.0582141944933,21.9808422499849,22.9583939386055
IDA total,IDA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,12.9310688630029,13.3502182614415,13.7805951152107,14.2407373183116,14.7370167118708,15.3387095548086,15.8812289422264,16.4579680485108,17.0965096056648,17.7142672384662,18.3552250714882,18.9259096565187,19.5863957532065,20.4109437381005,21.3117589336572,22.2974054018785,23.4858865974979,24.7382635032739,26.0381183900103,27.3093527742748,28.5701333755016
Late-demographic dividend,LTE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,56.0962236768003,57.1296027644251,58.2488741066842,59.3015743096806,60.7323526184738,62.1458297042288,63.9759579932176,65.8413880160808,67.5369728538866,69.5610752705091,71.6180149171935,73.7722423230844,75.967686334437,77.978123151231,80.0727528905885,82.0232528495772,83.7280225046049,85.4423904353482,86.6855665143318,88.074574392283,89.3160756723089
Latin America & Caribbean,LCN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,81.6763157752326,82.3375814083439,82.9595898717286,83.4551908917543,83.9406654620357,84.3728670700593,84.8632961639484,85.2498094919799,85.6445847084437,86.0206119181971,86.3968145418665,86.7592822826671,87.0866899210176,87.4173884763,87.7197250765116,88.0464208421708,88.3265184049688,88.6339814011633,88.8378240596526,89.0919678565235,89.2592554898702
Latin America & Caribbean (excluding high income),LAC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,79.9200913194151,80.6552327241277,81.3418787282558,81.8888571926118,82.429807445516,82.9064496438495,83.452719962071,83.8734693776421,84.3139053222608,84.7351862338201,85.1403645169585,85.5518866764951,85.9136019025041,86.2899545083734,86.6362546911277,87.0082536538007,87.3394876411231,87.6955668716158,87.9423759703595,88.2457843434204,88.4358778002814
Latin America & the Caribbean (IDA & IBRD countries),TLA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,81.9281882260515,82.5246231200994,83.0959886525485,83.5392735718388,83.9877181204959,84.3907046172007,84.8487353660962,85.2153448122284,85.5907875407289,85.9514678176306,86.3145842760734,86.6639451430041,86.9853881786324,87.3103145924328,87.6064988160996,87.9359402074847,88.2123932940436,88.5230716535907,88.7263467058527,88.9810127358693,89.1576748323204
Least developed countries: UN classification,LDC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,7.06990002960368,7.3994221712047,7.81503373345216,8.20709073842017,8.65556394630869,9.14388859637904,9.61789881927628,10.1860713543332,10.7799481497784,11.3733226843412,12.0241883029082,12.652130073248,13.3489368586365,14.0928227305693,14.8589840704298,15.6329402267282,16.3930575102878,17.2534734387221,18.154657816857,19.0359721095934,19.9885442269844
Low & middle income,LMY,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,38.0481789088653,38.9053914126109,39.8931718463898,40.7552047761091,41.8667209875992,43.0371602098523,44.3870642876418,45.7971819110042,47.2609751675265,48.8290421663313,50.4466053661117,52.2425318724835,53.9513753257822,55.7375806864456,57.6632488728105,59.5007297082687,61.4671145069025,63.2809421849323,65.1069740216824,66.7456925304811,68.3273100890197
Low income,LIC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,9.04481707966792,9.31584248759598,9.67728483283768,10.0052316703815,10.5016621628531,11.047139213681,11.4590089428042,11.8838117291771,12.2850529415871,12.6578555753227,12.9581916366459,13.1183995559203,13.2498487823625,13.4643736751748,13.8058032600964,14.1550041976109,14.5049325512997,14.9471425473277,15.3965856918979,15.7749473921593,16.2938640674907
Lower middle income,LMC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,25.4709474393429,26.3385210719951,27.3710361290032,28.1724436149017,29.1560281075908,30.2319511675286,31.2697271143191,32.416920781144,33.8153004086688,35.2472354360206,36.7522378377742,38.6873325823461,40.4707610428896,42.6357219641161,45.03114138101,47.3965514790835,50.2719749288425,52.794108201335,55.7840531381828,58.2873293072901,60.8720786951104
Middle East & North Africa,MEA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,89.7064641893925,91.0553652423237,92.1872692211072,93.1162180986617,93.9012926570841,94.4552144054412,95.0108414599931,95.301936532833,95.4984687808963,95.6729139496835,95.7756050277237,95.8581161839113,95.824154834128,95.8145530425287,95.7233344510016,95.6086777317565,95.4507650832118,95.2905524458872,95.0975211735147,94.8535607079667,94.6249254458777
Middle East & North Africa (excluding high income),MNA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,88.2773669146874,89.8047876988898,91.0893034997676,92.1346366571135,93.0051829253815,93.6093061259143,94.2203678270306,94.5328752562543,94.7480626733045,94.9452744388033,95.0590435480523,95.1493081599851,95.1060986053584,95.0919956345739,94.981455769248,94.8435757433124,94.6551611600182,94.466358738744,94.2509430256896,93.9787668326302,93.7142792473908
Middle East & North Africa (IDA & IBRD countries),TMN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,88.2773669146874,89.8047876988898,91.0893034997675,92.1346366571135,93.0051829253815,93.6093061259143,94.2203678270307,94.5328752562543,94.7480626733045,94.9452744388033,95.0590435480523,95.1493081599851,95.1060986053584,95.0919956345739,94.981455769248,94.8435757433123,94.6551611600182,94.466358738744,94.2509430256896,93.9787668326302,93.7142792473908
Middle income,MIC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,40.6033175701059,41.5564979732153,42.642487038832,43.5976287878336,44.8169282535435,46.0993357525223,47.5913933782489,49.1517279934993,50.7767907416141,52.5223820789291,54.3304061810557,56.3476904020973,58.2752582908314,60.2877868774176,62.4533244400116,64.5296641047747,66.7597604367833,68.8239534140418,70.911327589855,72.8058344353002,74.6357461160457
North America,NAC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Not classified,INX,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,97.4677479691059,97.5612888239427,97.630479319632,97.7070321137769,97.749690026778,97.7771276426032,97.8138386651787,97.8316079803106,97.8454318122684,97.8508815273099,97.8553889515886,97.8681536668426,97.8773618116947,97.8975529007598,97.939487924469,97.96315479465,98.0022963229407,98.0348967454305,98.0800507546004,98.111594875923,98.1194776508436
Other small states,OSS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,61.9822503536208,62.6159685430583,63.3378397693551,64.06765390252,64.7444386837605,65.3908654129971,65.9995548711384,66.5562629960939,67.010132646761,67.3715464020616,67.6620246144588,68.0175266681246,68.4787281061809,68.8250020963069,69.2334601532625,69.59509351434,69.9162249657002,70.1902176402974,70.3069178419688,70.4320229333151,70.6455129446221
Pacific island small states,PSS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,20.3836025850073,20.6935318495113,21.0661516024118,21.4792649767443,21.8638292552079,22.3530489946893,22.9311476851494,23.3878053238167,24.0434059948701,24.5469910848869,25.2227925958476,25.9047236755218,26.5982837540972,27.3397481148922,28.3275235229354,29.1067858354772,29.9733212467722,30.7649281565572,31.7158762460462,32.4924583415476,33.2248833562775
Post-demographic dividend,PST,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,99.0335400662382,99.1051683875188,99.1669693051166,99.2329129435966,99.2832012436134,99.3157664644728,99.3634523523741,99.3934058436594,99.4252167962261,99.4448056871498,99.4757418850412,99.4944811109777,99.5119962603451,99.5333476916062,99.5391018436389,99.5439554994381,99.5617917688447,99.5680178350388,99.56858448117,99.5699065183411,99.5940822700136
Pre-demographic dividend,PRE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,8.23534707170128,8.69905916340134,9.17072960552911,9.6567122584682,10.0413830494066,10.3565571942857,10.7455637423534,11.2268336884573,11.6837705888233,12.131055719202,12.7068951026116,13.2939313298812,13.9886830885049,14.740549470985,15.6368734877628,16.6681965383662,17.8307887830378,19.1292073657889,20.4398462257635,21.659952957766,22.8190711583033
Small states,SST,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,61.6827955130601,62.198876258454,62.7979910533257,63.3899985938043,63.9381189414088,64.4776631228836,64.993943143657,65.4706488968146,65.8810385241071,66.2001198017027,66.4988619661023,66.8397802851832,67.2582477528937,67.6090674135061,68.0202505072193,68.3766581370016,68.74199524368,69.0465342530056,69.2139792312194,69.3627419943781,69.5636259745232
South Asia,SAS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,23.0209337647066,23.8998171529039,25.059571813568,25.8945801158055,27.0047344018681,28.3050435040261,29.5015151965241,30.9095157507411,32.6402028441313,34.3542832465128,36.1707771410374,38.5578777109622,40.6644116831062,43.2793138883123,46.2092563908412,49.0624616581291,52.6323495246985,55.6729786956093,59.4430490468999,62.5337019098917,65.8452471624218
South Asia (IDA & IBRD),TSA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,23.0209337647066,23.8998171529039,25.059571813568,25.8945801158055,27.0047344018681,28.3050435040261,29.5015151965241,30.9095157507411,32.6402028441313,34.3542832465128,36.1707771410374,38.5578777109622,40.6644116831062,43.2793138883123,46.2092563908412,49.0624616581291,52.6323495246985,55.6729786956093,59.4430490468999,62.5337019098917,65.8452471624218
Sub-Saharan Africa,SSF,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,9.40356376583058,9.69575885996053,9.99258509917239,10.3097152669694,10.6665742584791,11.0107252180116,11.355627907148,11.7445847704771,12.1480592091848,12.5313565052396,12.9714628931171,13.4406465461756,14.0412441755053,14.7402665786261,15.5544544223544,16.4395457104992,17.5028230667649,18.6594875753401,19.8649164855892,20.9659171477544,22.0478502773341
Sub-Saharan Africa (excluding high income),SSA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,9.39284457239866,9.68547201792791,9.98264040218496,10.3000248272318,10.6569836947515,11.0013824532377,11.3463694764048,11.7355820412845,12.1390943346225,12.5228977678174,12.9631928250856,13.4324938003868,14.0332423577413,14.732369655613,15.5467376484279,16.4320172613653,17.4955150569358,18.6524066912683,19.8580625629096,20.9592750296109,22.0401341693902
Sub-Saharan Africa (IDA & IBRD countries),TSS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,9.40356376583058,9.69575885996053,9.99258509917239,10.3097152669694,10.6665742584791,11.0107252180116,11.355627907148,11.7445847704771,12.1480592091848,12.5313565052396,12.9714628931171,13.4406465461756,14.0412441755053,14.7402665786261,15.5544544223544,16.4395457104992,17.5028230667649,18.6594875753401,19.8649164855892,20.9659171477544,22.0478502773341
Upper middle income,UMC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,54.4017096835062,55.571696423334,56.8441493960067,58.0757411088067,59.651941909896,61.2719329375502,63.3329619717267,65.4271902718149,67.4201973554035,69.6154229944512,71.8457839500429,74.0656735773007,76.2613620974432,78.2389486101557,80.2948320895932,82.1974421357611,83.8840693611295,85.5976809718053,86.8763262069146,88.2694629671107,89.4591343510381
World,WLD,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,50.4344001380142,51.0259854262653,51.729924266274,52.3387514082524,53.1640636663404,54.0475923248314,55.0834856747114,56.165497691345,57.2824295412231,58.4743595233425,59.7197195841604,61.1187171204156,62.4563898825447,63.8570952482547,65.3793319094272,66.8295663442129,68.3885301966255,69.8261118960071,71.2790200138488,72.5680672919598,73.843840394032
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 09/19/2024,,,,,,,,,,,,,,,,,,,,,,,,
